ID;Button;Translate
3941;Cozy_White;
3942;Cox;
3943;Count_Time;
3944;Count_Days;
3945;Cool_mode;
3946;Cool_88;
3947;Cool_86;
3948;Cool_84;
3949;Cool_82;
3950;Cool_80;
3951;Cool_78;
3952;Cool_76;
3953;Cool_74;
3954;Cool_72;
3955;Cool_70;
3956;Cool_68;
3957;Cool_66;
3958;Cool_64;
3959;Contrast_enhancer;
3960;Continuous;
3961;Confirm;
3962;Condis;
3963;Concert;
3964;Compt_Duree rest;
3965;Combination;
3966;Colour mode 2;
3967;Colour Mode 1;
3968;Colored Buttons;
3969;Color_yellow;
3970;Color_up;
3971;Color_temp;
3972;Color_space;
3973;Color_red;
3974;Color_option;
3975;Color_green;
3976;Color_down;
3977;Color_blue;
3978;Color_Temp;
3979;Color_LED;
3980;Color_Flame;
3981;Color_7;
3982;Color_3;
3983;Color_16;
3984;ColorTemp;
3985;ColorMode;
3986;Colder;
3987;Cold_white;
3988;Cold_White;
3989;Cold light;
3990;Coaxial;
3991;Coal_light;
3992;Co2;
3993;Co1;
3994;Clr_12_Sleep;
3995;Clr;
3996;Cloud_speed;
3997;ClosedCaption;
3998;Closed Cap;
3999;Close;
4000;Clock_Eject;
4001;Climb;
4002;Clear_audio;
4003;Clear_Voice;
4004;Clean;
4005;Circulate;
4006;Cinema_Mode;
4007;Cinema Sound;
4008;Christmas;
4009;Chptr_next;
4010;Chpter_back;Backward
4011;Choix son;
4012;Chn_dwn;Ch_prev
4013;Chn_down;Ch_prev
4014;Child_lock;
4015;Child Nightlight;
4016;Chasing;
4017;Chase_Rt;
4018;Chase_Lt;
4019;Chase;
4020;Chapter_plus;Ch_next
4021;Chapter_minus;
4022;Channnel-;Ch_prev
4023;Channl_L;
4024;Channel_up;Ch_next
4025;Channel_list;Ch_list
4026;Channel_down;Ch_prev
4027;Channel_dn;Ch_prev
4028;Channel_Up;Ch_next
4029;Channel_R;
4030;Channel_Down;Ch_prev
4031;ChannelList;Ch_list
4032;Channel Prev;Ch_prev
4033;Channel Next;Ch_next
4034;Channel 4;
4035;Channel 3;
4036;Channel 2;
4037;Channel 1;
4038;Channel -;Ch_prev
4039;Channel +;Ch_next
4040;Chann_up;Ch_next
4041;Chann_down;Ch_prev
4042;Change_color;
4043;Change;
4044;Chanel_down;Ch_prev
4045;Chan_list;Ch_list
4046;ChanB_light;
4047;ChanB_horn;
4048;ChanB_fwd;
4049;ChanB_bck;
4050;ChanB_Ffwd;
4051;ChanA_light;
4052;ChanA_horn;
4053;ChanA_fwd;
4054;ChanA_bck;
4055;ChanA_Ffwd;
4056;Ch_plus;Ch_next
4057;Ch_minus;Ch_prev
4058;Ch_dwn;Ch_prev
4059;Ch_down;Ch_prev
4060;Ch_call;
4061;Ch_Preset_Down;
4062;Ch_2_vol_up;
4063;Ch_2_vol_down;
4064;Ch_1_vol_up;
4065;Ch_1_vol_down;
4066;ChUp_2;
4067;ChUp;Ch_next
4068;ChDown_2;
4069;ChDown;Ch_prev
4070;Ch4_Vol_Up;
4071;Ch4_Vol_Dn;
4072;Ch3_Vol_Up;
4073;Ch3_Vol_Dn;
4074;Ch2_off;
4075;Ch2_Vol_Up;
4076;Ch2_Vol_Dn;
4077;Ch1_off;
4078;Ch1_Vol_Up;
4079;Ch1_Vol_Dn;
4080;Ch1_80;
4081;Ch1_60;
4082;Ch1_5600k;
4083;Ch1_4400k;
4084;Ch1_3200k;
4085;Ch1_30;
4086;Ch-_DownArrow;Ch_prev
4087;Ch-;Ch_prev
4088;Ch+_UpArrow;Ch_next
4089;Ch+;Ch_next
4090;Centre_up;
4091;Centre_down;Down
4092;Center_mode;
4093;Center_Up;
4094;Center_Down;Down
4095;Center-;
4096;Center+;
4097;Center Select;
4098;Celsius_farenhait;
4099;Celsiufarenheight;
4100;Celcius_farenheit;
4101;Cd_usb;
4102;Capture;
4103;Captions_CC;
4104;Captions;
4105;Candycane;
4106;Candle_mode;Candle_mode
4107;Candle mode;Candle_mode
4108;Cancel_track;
4109;Cancel_timer;
4110;Cancel_0;
4111;Canal_up;
4112;Canal_down;Ch_prev
4113;Cam;
4114;Calor;
4115;Cake_menu;
4116;Cable;
4117;C_up;
4118;C_down;Down
4119;C_Yellow-Game_Random;
4120;C_Sense;
4121;C_STOP;
4122;C_List;
4123;C_FWD;
4124;C_BWD;
4125;C_4;
4126;CYAN;
4127;CV-;
4128;CV+;
4129;COX;
4130;COOLING;
4131;COOL;
4132;CONTINUE;
4133;COMP2;
4134;COMP1;
4135;COMP;
4136;COMBO;
4137;COMBINATION;
4138;COLOR_FLASH;
4139;COLOR;
4140;COLD;
4141;COAX;
4142;CO-;
4143;CO+;
4144;CM_Skip;
4145;CLR;
4146;CLOCK;
4147;CLEAR_VOICE;
4148;CLEAN;
4149;CLASSIC;
4150;CH_list;Ch_list
4151;CH_Up;Ch_next
4152;CH_Previous;Ch_prev
4153;CH_Preset_Up;
4154;CH_Down;Ch_prev
4155;CHORUS;
4156;CHECK-S;
4157;CHASING_FLASH;
4158;CHAR;
4159;CHAPTER-;
4160;CHAPTER+;
4161;CHANGE TEMP;
4162;CH-LIST;Ch_list
4163;CH Set;
4164;CH List;
4165;CH -;Ch_prev
4166;CH +;Ch_next
4167;CF;
4168;CD_DVD;
4169;CDSync_Stop;
4170;CDSync_Stby;
4171;CDSync_Start;
4172;CD/play-pause;
4173;CD STOP/PAUSE;Pause_CD
4174;CD REWIND;
4175;CD PLAY;
4176;CD FWD;
4177;CD FFWD;
4178;CD DISC SKIP;
4179;CD BACK;
4180;CD / RADIO;
4181;CBL/SAT;
4182;CAP;
4183;CANCEL;
4184;C2_on;
4185;C2_80;
4186;C2_60;
4187;C2_5600k;
4188;C2_4400k;
4189;C2_3200k;
4190;C2_30;
4191;C1_on;
4192;C/YELLOW;
4193;C-U;
4194;C(Yellow);
4195;C or F;
4196;Buttspray;
4197;Buttom_mute;Mute
4198;Bt_stop;
4199;Bt_play_pause;Pause
4200;Bt_next;
4201;Bt_back;
4202;Bs;
4203;BruteForceMode;
4204;Brumisateur;
4205;Brt_cine;
4206;Brt_TV;
4207;Brown;
4208;Brightness_Up;Bright+
4209;Brightness_Down;Bright-
4210;Brightness -;Bright-
4211;Brightness +;Bright+
4212;Bright_orange;
4213;Bright_dn;Bright-
4214;Bright_blue;
4215;Bright_Up;Bright+
4216;Bright_Down;Bright-
4217;Bright_2;
4218;Bright3;
4219;Bright2;
4220;Bright1;
4221;Bright 80%;
4222;Bright 40%;
4223;Bright 100%;
4224;Bright 10%;
4225;Breeze/Sleep;
4226;Breeze;
4227;Breathing;
4228;Bottom;
4229;Bot_Right;
4230;Bot_Mid;
4231;Bot_Left;Left
4232;Book;
4233;Body_sensor;
4234;Bluray;
4235;Bluetooth_power;Power_Bluetooth
4236;BluetoothRXTX;
4237;Bluetooth POWER;Power_Bluetooth
4238;Bluethoot;BLUETOOTH
4239;Blue_up;
4240;Blue_timer;
4241;Blue_pause;
4242;Blue_kill;
4243;Blue_green;
4244;Blue_dn;
4245;Blue_deep;
4246;Blue_dark;
4247;Blue_d;
4248;Blue_Up;
4249;Blue_UP;
4250;Blue_Turquoise;
4251;Blue_RAD;
4252;Blue_Purple;
4253;Blue_Dwn;
4254;Blue_DOWN;
4255;Blue_D;
4256;Blue_Button;
4257;Blue_6;
4258;Blue_5;
4259;Blue_4;
4260;Blue_3;
4261;Blue_2;
4262;Blue_12;
4263;Blue_1;
4264;Blue/A->B;
4265;Blue(3);
4266;Blue violet;
4267;Blue Stopwatch;
4268;Blue Only;
4269;Blue On_Off;
4270;Blue 4;
4271;Blue 3;
4272;Blue 2;
4273;Blue 1;
4274;Blue -;
4275;Blue +;
4276;Blu-ray;
4277;Blinker_multi;
4278;Ble;
4279;Blast;
4280;Blank_Circle;
4281;Black_Out;
4282;Bisque;
4283;Binge;
4284;Bi;
4285;Bg_play;
4286;Beep_Level;
4287;Bd_dvd;
4288;Bbw;
4289;Bass_u;
4290;Bass_plus;
4291;Bass_min;
4292;Bass_d;
4293;Bass_P;
4294;Bass_Mgmt_Xover;
4295;Bass_Mgmt_On;
4296;Bass_M;
4297;Bass_Level;
4298;Bass_Boost;
4299;Bass Up;Bass_Up
4300;Bass Down;
4301;Base;
4302;Bas_Down;
4303;Bar_select;
4304;Band__ESC;
4305;Band;
4306;Backspace Down;
4307;Background;
4308;Back_track;
4309;Back_tcl;
4310;Back_exit;Exit
4311;Back_button;Back
4312;Back_Recall;
4313;B_sound;
4314;B_light;
4315;B_Ward;
4316;B_STOP;
4317;B_Green_Music_Repeat;
4318;B_FWD;
4319;B_BWD;
4320;BVD;
4321;BT_rx_tx;
4322;BT_pairing;
4323;BT_pair;
4324;BT_USB;
4325;BT_Aux;
4326;BT Pair;
4327;BRIGHTNESS;
4328;BRIGHTNES-;Bright-
4329;BRIGHTNES+;Bright+
4330;BRIGHT UP;Bright+
4331;BREEZE;
4332;BREATHING;
4333;BR;
4334;BOOST;
4335;BLUE_FD_6;
4336;BLUE_FD_5;
4337;BLUE_FD_4;
4338;BLUE_FD_3;
4339;BLUE_FD_2;
4340;BLUE_FD_1;
4341;BLUE_3;
4342;BLUE_2;
4343;BLUE | EPG;
4344;BLUE / FF;
4345;BLANK;
4346;BBE;
4347;BASSup;Bass_Up
4348;BASSdwn;
4349;BASS_BOOST;
4350;BASS_;
4351;BASS;
4352;BAND;
4353;BALANCE_RIGHT;
4354;BALANCE_LEFT;
4355;BACK_RETURN;
4356;BACK_Arrow;Back
4357;BACKWARD;Backward
4358;B5;
4359;B/GREEN;
4360;B-TOOTH;
4361;B(Green);
4362;B In 3;
4363;B In 2;
4364;B In 1;
4365;Azure;
4366;Av_mute;Mute_AV
4367;Av_mode;
4368;Av;
4369;Auxiliary;
4370;Aux_in;
4371;Autopower_On;
4372;Autopower_Off;
4373;Autofocus;
4374;Auto_volume;
4375;Auto_sound;
4376;Auto_pwr;
4377;Auto_mode;AUTO Mode
4378;Auto_image;
4379;Auto_focus;
4380;Auto_fan;
4381;Auto_clean;
4382;Auto_Vol;
4383;Auto_Sync;
4384;Auto_Power;Power_Auto
4385;Auto_POWER;Power_Auto
4386;Auto_PC;
4387;Auto_Off;
4388;AutoVol;
4389;Auto mode;AUTO Mode
4390;Auto Power;Power_Auto
4391;Auto POWER;Power_Auto
4392;Auto Mode;AUTO Mode
4393;Auto Clean;
4394;Aus_Klima;
4395;Audio_only;
4396;Audio_mode;AUTO Mode
4397;Audio_menu;
4398;Audio_Setup;
4399;Audio_I_II;
4400;Audio_Cenario;
4401;AudioSplit;
4402;Audio Sync-;
4403;Audio Sync+;
4404;Audio (E1);
4405;Atv;
4406;Asyn_jump;
4407;Asterisk2;
4408;Asterisk1;
4409;Asterisk;
4410;Aspect_size;
4411;Aspect_Ratio;
4412;AspectRatio;
4413;Aspect Ratio;
4414;Aspect Rat;
4415;Arrow_up;Up
4416;Arrow_right;Right
4417;Arrow_left;Left
4418;Arrow_down;Down
4419;Arrow_Up;Up
4420;Arrow_Right;Right
4421;Arrow_Left;Left
4422;Arrow_Down;Down
4423;ArrowRight;Right
4424;ArrowLeft;Left
4425;Arrow Up;Up
4426;Arrow Right;Right
4427;Arrow Left;Left
4428;Arrow Down;Down
4429;Around;
4430;AppleTV;
4431;App;
4432;Anynet+;
4433;Anynet;
4434;Antena;
4435;Answer_Phone;
4436;Answer;
4437;Anion;
4438;An_Aus;
4439;Amp_Menu;
4440;Ami;
4441;Ambient Mode;
4442;Amber;
4443;Ambeo;
4444;Amazon_Video;
4445;AmazonPrime;
4446;Am_fm;
4447;Always On;
4448;Alt+Tab;
4449;Alt+F4;
4450;Allume;
4451;All_Ch_Up;
4452;All_Ch_Down;
4453;All Off_On;
4454;Album_prev;
4455;Album_next;
4456;Album_Prev;
4457;Album_Next;
4458;AlbumUp;
4459;AlbumDn;
4460;Alarm 2;
4461;Alarm 1;
4462;Aire;
4463;Air_swing;
4464;Air Flow;
4465;Air;
4466;Affich;
4467;Aes_ebu;
4468;Advanced_iris;
4469;Advance;
4470;Adv_Surr;
4471;Add_Stop;
4472;Add_Rew;
4473;Add_Rec;
4474;Add_Play;
4475;Add_Pause;
4476;Add_Ffd;Forward
4477;Add_Erase;
4478;Add_Del_F;
4479;Add_DLT;
4480;Add/Erase;
4481;Add/DLT;
4482;Actual_Time;
4483;Actual_Date;
4484;ActivePicture;
4485;Accu_weather;
4486;AccuWeather;
4487;Accept_call;
4488;Abzugsh_Licht;
4489;Abzugsh_3;
4490;Abzugsh_2;
4491;Abzugsh_1;
4492;A_up;Up
4493;A_sound;
4494;A_light;
4495;A_down;
4496;A__B;
4497;A_STOP;
4498;A_Red_Mode-TV_Search;
4499;A_FWD;
4500;A_BWD;
4501;AV_2;
4502;AV_1;
4503;AVMute;Mute_AV
4504;AVDelay_Up;
4505;AVDelay_Down;
4506;AV3;
4507;AV2;
4508;AV1;
4509;AV-;
4510;AV+;
4511;AV mute;Mute_AV
4512;AUX_in;
4513;AUX_Vol_Up;
4514;AUX_Vol_Down;
4515;AUX_Source;Source
4516;AUX_Power;Power_Aux
4517;AUX_Mode;
4518;AUTO_SCAN;
4519;AUTOFRAME;
4520;AUTO/COMFORT;
4521;AUTO MODE;AUTO Mode
4522;AUDIO_PRESETS;
4523;ASTERISK;
4524;ASPACE;
4525;ASC_Mode;
4526;ARROW_EARTH;
4527;ARC_R;
4528;ARC_L;
4529;APlus;
4530;AP_On;
4531;AP_Off;
4532;APPS;
4533;APP/*;
4534;ANIMATE;
4535;ANALOG/DIGI;
4536;ANALOG;
4537;AMP_MENU;
4538;AMAZON;
4539;ALT+TAB;
4540;ALT+F4;
4541;ALEXA;
4542;ALBUM UP;
4543;ALBUM OK;
4544;ALBUM DOWN;
4545;AI_Sound;
4546;AIRFLOW;
4547;AIR SWG UP;
4548;AIR SWG DWN;
4549;AH-;
4550;AH+;
4551;AFD;
4552;AD_Subt;
4553;ADD;
4554;AD/SUBT.;
4555;AD/SUBT;
4556;AC;
4557;ABReplay;
4558;ABC_STOP;
4559;ABC iView;
4560;AB;
4561;A5;
4562;A4;
4563;A/RED;
4564;A-B;
4565;A+ / 12-24h;
4566;A(Red);
4567;A In 3;
4568;A In 2;
4569;A In 1;
4570;>||;
4571;>> FF;
4572;>25;
4573;>;
4574;<< RWD;Reverse
4575;<;
4576;99;
4577;98;
4578;97;
4579;96;
4580;95;
4581;94;
4582;93;
4583;92;
4584;91;
4585;90;
4586;9/wxyz;
4587;9 WXYZ;
4588;9 / P9;
4589;8K;
4590;89;
4591;88;
4592;87;
4593;86;
4594;85;
4595;84;
4596;83;
4597;82;
4598;81;
4599;80;
4600;8/tuv;
4601;8 TUV;
4602;8 Hour;
4603;8 / P8;
4604;7_Colors;
4605;79;
4606;78;
4607;77;
4608;76;
4609;750W;
4610;75;
4611;74;
4612;73;
4613;72;
4614;71;
4615;70;
4616;7/pqrs;
4617;7 PQRS;
4618;7 / P7;
4619;6HR;
4620;69;
4621;68;
4622;67;
4623;6639h;
4624;6639H;
4625;66;
4626;65;
4627;64;
4628;63;
4629;62;
4630;61;
4631;60s_off;
4632;60m;
4633;60;
4634;6/mno;
4635;6 MNO;
4636;6 Hour;
4637;6 / P6;
4638;5h;
4639;5_1;
4640;59;
4641;58;
4642;57;
4643;56;
4644;55;
4645;54;
4646;53;
4647;52;
4648;51;
4649;500W;
4650;5000k;
4651;50 C;
4652;50;
4653;5/jkl;
4654;5 Min;
4655;5 JKL;
4656;5 / P5;
4657;4_KVM;
4658;4Circles;
4659;49;
4660;48;
4661;47;
4662;46;
4663;45;
4664;44;
4665;43;
4666;42;
4667;41;
4668;4000k;
4669;40;
4670;4/ghi;
4671;4 Hour;
4672;4 GHI;
4673;4 / P4;
4674;3digit;
4675;3d;
4676;3chologic;
4677;3_KVM;
4678;3_Colors;
4679;3_Audio;
4680;3HR;
4681;3D_AUTO;
4682;3D Sound Plus;
4683;39;
4684;38;
4685;37;
4686;36;
4687;35;
4688;34;
4689;33;
4690;32;
4691;31;
4692;30m;
4693;30MIN;
4694;3000k;
4695;30;
4696;3/def;
4697;3 DEF;
4698;3 CD;
4699;3 / P3;
4700;2sec_Shutter;
4701;2h_timer;Timer_2h
4702;2_KVM;
4703;2_Audio;
4704;2_0;
4705;2H_TIMER;Timer_2h
4706;2CH_Multi;
4707;2CH_MULTI;
4708;2CH;
4709;29;
4710;28c;
4711;28;
4712;27;
4713;26c;
4714;26;
4715;256;
4716;255;
4717;254;
4718;253;
4719;252;
4720;251;
4721;250;
4722;24c;
4723;249;
4724;248;
4725;247;
4726;246;
4727;245;
4728;244;
4729;243;
4730;242;
4731;241;
4732;240;
4733;239;
4734;238;
4735;237;
4736;236;
4737;235;
4738;234;
4739;233;
4740;232;
4741;231;
4742;230;
4743;22c;
4744;229;
4745;228;
4746;227;
4747;226;
4748;225;
4749;224;
4750;223;
4751;222;
4752;221;
4753;220 C;
4754;220;
4755;219;
4756;218;
4757;217;
4758;216;
4759;215;
4760;214;
4761;213;
4762;212;
4763;211;
4764;210 C;
4765;210;
4766;20c;
4767;209;
4768;208;
4769;207;
4770;206;
4771;205;
4772;204;
4773;203;
4774;202;
4775;201;
4776;200 C;
4777;200;
4778;20%;
4779;2/abc;
4780;2 Hours;
4781;2 CD;
4782;2 ABC;
4783;2 / P2;
4784;1l2;
4785;1h_timer;Timer_1h
4786;1_KVM;
4787;1_Audio;
4788;1H_TIMER;Timer_1h
4789;1HR;
4790;199;
4791;198;
4792;197;
4793;196;
4794;195;
4795;194;
4796;193;
4797;192;
4798;191;
4799;190;
4800;189;
4801;188;
4802;187;
4803;186;
4804;185;
4805;184;
4806;183;
4807;182;
4808;181;
4809;180;
4810;179;
4811;178;
4812;177;
4813;176;
4814;175;
4815;174;
4816;173;
4817;172;
4818;171;
4819;170;
4820;16_celcius;
4821;16_Colors;
4822;16:9 | WIDE;
4823;169;
4824;168;
4825;167;
4826;166;
4827;165;
4828;164;
4829;163;
4830;162;
4831;161;
4832;160;
4833;15m;
4834;159;
4835;158;
4836;157;
4837;156;
4838;155;
4839;154;
4840;153;
4841;152;
4842;151;
4843;150;
4844;149;
4845;148;
4846;147;
4847;146;
4848;145;
4849;144;
4850;143;
4851;142;
4852;141;
4853;140;
4854;139;
4855;138;
4856;137;
4857;136;
4858;135;
4859;134;
4860;133;
4861;132;
4862;131;
4863;1300_2500;
4864;130;
4865;12h;
4866;12_24;
4867;129;
4868;128;
4869;127;
4870;126;
4871;125;
4872;124;
4873;122;
4874;121;
4875;120;
4876;119;
4877;118;
4878;117;
4879;116;
4880;115;
4881;114;
4882;113;
4883;112;
4884;111;
4885;110;
4886;109;
4887;108;
4888;107;
4889;106;
4890;105;
4891;104;
4892;103;
4893;102;
4894;101;
4895;1000W;
4896;100 C;
4897;10%;
4898;10 Sec;
4899;1/.,-;
4900;1 Min;
4901;1 CD;
4902;1 / P1;
4903;0n;
4904;0_11;
4905;1;
4906;0;
4907;0/Space;
4908;0/10;
4909;0 / P0;
4910;0 / AV;
4911;-Sharpness;
4912;-Contrast;
4913;-Brightness;Bright-
4914;-/--;
4915;--/-;
4916;- VOL+;Vol_dn
4917;- Chan;Ch_prev
4918;- ALBUM;
4919;+Sharpness;
4920;+Contrast;
4921;+Brightness;Bright+
4922;+10_10_D.Tun Dimmer;
4923;10;
4924;+ VOL+;Vol_up
4925;+ Chan;Ch_next
4926;+ CH DISC;
4927;*****;
4928;****;
4929;***;
4930;**;
4931;(blank);
4932;#;
